1989 1 1T133  0.00
1990 1 1T133  0.00
1991 1 1T133  0.00
1992 1 1T133  0.20
1993 1 1T133  2.00
1994 1 1T133  0.00
1995 1 1T133  0.00
1996 1 1T133 28.00
1997 1 1T133  0.00
1998 1 1T133  0.00
1999 1 1T133 34.00
2000 1 1T133  0.00
2001 1 1T133  0.00
2002 1 1T133  0.00
2003 1 1T133  0.00
2004 1 1T133  0.00
2005 1 1T133  0.00
2006 1 1T133  0.00
2007 1 1T133  0.00
2008 1 1T133  0.00
2009 1 1T133  0.10
2010 1 1T133 10.80
2011 1 1T133  0.00
2012 1 1T133  0.00
2013 1 1T133  0.00
2014 1 1T133  0.00
2015 1 1T133  0.00
2016 1 1T133  0.00
2017 1 1T133  0.00
2018 1 1T133  0.00
1989 1 1T137  0.00
1990 1 1T137  0.00
1991 1 1T137  0.00
1992 1 1T137  6.00
1993 1 1T137  0.00
1994 1 1T137  0.00
1995 1 1T137  1.00
1996 1 1T137  3.20
1997 1 1T137  0.00
1998 1 1T137  0.00
1999 1 1T137 36.40
2000 1 1T137  0.00
2001 1 1T137  0.00
2002 1 1T137  0.00
2003 1 1T137  0.00
2004 1 1T137  0.00
2005 1 1T137  0.00
2006 1 1T137  0.00
2007 1 1T137  0.00
2008 1 1T137  0.00
2009 1 1T137  0.00
2010 1 1T137 14.60
2011 1 1T137  0.00
2012 1 1T137  0.00
2013 1 1T137  0.00
2014 1 1T137  0.00
2015 1 1T137  0.90
2016 1 1T137  0.00
2017 1 1T137  0.00
2018 1 1T137  0.00
1989 1 1T040  0.00
1990 1 1T040  0.00
1991 1 1T040  0.00
1992 1 1T040  0.00
1993 1 1T040  0.00
1994 1 1T040  0.00
1995 1 1T040  0.00
1996 1 1T040  6.00
1997 1 1T040  0.00
1998 1 1T040  0.00
1999 1 1T040 22.00
2000 1 1T040  0.00
2001 1 1T040  0.00
2002 1 1T040  0.00
2003 1 1T040  0.00
2004 1 1T040  0.00
2005 1 1T040  0.00
2006 1 1T040  0.00
2007 1 1T040  0.00
2008 1 1T040  0.00
2009 1 1T040  0.00
2010 1 1T040 49.00
2011 1 1T040  0.00
2012 1 1T040  0.40
2013 1 1T040  0.00
2014 1 1T040  0.00
2015 1 1T040  0.00
2016 1 1T040  0.00
2017 1 1T040  0.00
2018 1 1T040  0.00
1989 1 1T120  0.00
1990 1 1T120  0.00
1991 1 1T120  0.00
1992 1 1T120  0.00
1993 1 1T120  0.00
1994 1 1T120  0.00
1995 1 1T120  0.00
1996 1 1T120  0.00
1997 1 1T120  0.00
1998 1 1T120  0.00
1999 1 1T120 23.00
2000 1 1T120  0.00
2001 1 1T120  0.00
2002 1 1T120  0.00
2003 1 1T120  0.00
2004 1 1T120  0.00
2005 1 1T120  0.00
2006 1 1T120  0.00
2007 1 1T120  0.00
2008 1 1T120  0.00
2009 1 1T120  0.00
2010 1 1T120 39.90
2011 1 1T120  0.00
2012 1 1T120  0.00
2013 1 1T120  0.00
2014 1 1T120  0.00
2015 1 1T120  0.10
2016 1 1T120  0.00
2017 1 1T120  0.00
2018 1 1T120  0.00
1989 1 1T000  0.00
1990 1 1T000  0.00
1991 1 1T000  0.00
1992 1 1T000  0.10
1993 1 1T000  0.10
1994 1 1T000  0.00
1995 1 1T000  0.00
1996 1 1T000 16.10
1997 1 1T000  0.00
1998 1 1T000  0.00
1999 1 1T000 31.10
2000 1 1T000  0.00
2001 1 1T000  0.00
2002 1 1T000  0.00
2003 1 1T000  0.00
2004 1 1T000  0.00
2005 1 1T000  0.00
2006 1 1T000  0.00
2007 1 1T000  0.00
2008 1 1T000  0.00
2009 1 1T000  0.00
2010 1 1T000 17.20
2011 1 1T000  0.00
2012 1 1T000  0.00
2013 1 1T000  0.00
2014 1 1T000  0.00
2015 1 1T000  0.00
2016 1 1T000  0.00
2017 1 1T000  0.00
2018 1 1T000  0.00
1989 1 1T001  0.00
1990 1 1T001  0.00
1991 1 1T001  0.10
1992 1 1T001  0.00
1993 1 1T001  0.00
1994 1 1T001  0.00
1995 1 1T001  0.00
1996 1 1T001 21.30
1997 1 1T001  0.00
1998 1 1T001  0.00
1999 1 1T001  6.30
2000 1 1T001  0.00
2001 1 1T001  0.00
2002 1 1T001  0.20
2003 1 1T001  6.00
2004 1 1T001  0.00
2005 1 1T001  0.00
2006 1 1T001  0.00
2007 1 1T001  0.00
2008 1 1T001  0.00
2009 1 1T001  0.00
2010 1 1T001 28.90
2011 1 1T001  0.00
2012 1 1T001  0.00
2013 1 1T001  0.20
2014 1 1T001  0.00
2015 1 1T001  1.30
2016 1 1T001  0.00
2017 1 1T001  0.00
2018 1 1T001  0.00
1989 1 1T002  0.00
1990 1 1T002  0.00
1991 1 1T002  3.00
1992 1 1T002  0.00
1993 1 1T002  0.00
1994 1 1T002  0.00
1995 1 1T002  0.00
1996 1 1T002  9.00
1997 1 1T002  0.00
1998 1 1T002  0.00
1999 1 1T002  0.00
2000 1 1T002  0.00
2001 1 1T002  0.00
2002 1 1T002  0.00
2003 1 1T002  0.00
2004 1 1T002  0.00
2005 1 1T002  0.00
2006 1 1T002  0.00
2007 1 1T002  3.00
2008 1 1T002  0.00
2009 1 1T002  0.00
2010 1 1T002  0.00
2011 1 1T002  0.00
2012 1 1T002  0.00
2013 1 1T002  0.00
2014 1 1T002  0.00
2015 1 1T002  0.00
2016 1 1T002  0.00
2017 1 1T002  1.10
2018 1 1T002  0.00
1989 1 1T003  0.00
1990 1 1T003  0.00
1991 1 1T003  0.00
1992 1 1T003  0.00
1993 1 1T003  0.00
1994 1 1T003  0.00
1995 1 1T003  0.00
1996 1 1T003  6.00
1997 1 1T003  0.00
1998 1 1T003  0.00
1999 1 1T003  8.00
2000 1 1T003  0.00
2001 1 1T003  0.00
2002 1 1T003  0.00
2003 1 1T003  0.00
2004 1 1T003  0.00
2005 1 1T003  0.00
2006 1 1T003  0.00
2007 1 1T003  0.00
2008 1 1T003  0.00
2009 1 1T003  0.00
2010 1 1T003 29.00
2011 1 1T003  0.00
2012 1 1T003  0.00
2013 1 1T003  2.00
2014 1 1T003  0.00
2015 1 1T003  2.00
2016 1 1T003  0.00
2017 1 1T003  0.00
2018 1 1T003  0.00
1989 1 1T004  0.00
1990 1 1T004  0.00
1991 1 1T004  0.00
1992 1 1T004  0.00
1993 1 1T004  5.00
1994 1 1T004  0.00
1995 1 1T004  0.00
1996 1 1T004  0.00
1997 1 1T004  0.00
1998 1 1T004  0.00
1999 1 1T004 30.00
2000 1 1T004  0.00
2001 1 1T004  0.00
2002 1 1T004  0.00
2003 1 1T004  0.00
2004 1 1T004  0.00
2005 1 1T004  0.00
2006 1 1T004  0.00
2007 1 1T004  0.00
2008 1 1T004  0.00
2009 1 1T004  0.00
2010 1 1T004 28.50
2011 1 1T004  0.00
2012 1 1T004  0.00
2013 1 1T004  3.70
2014 1 1T004  0.00
2015 1 1T004  1.20
2016 1 1T004  0.00
2017 1 1T004  0.00
2018 1 1T004  0.00
1989 1 1T007  0.00
1990 1 1T007  0.00
1991 1 1T007  0.00
1992 1 1T007  0.00
1993 1 1T007  2.60
1994 1 1T007  0.00
1995 1 1T007  0.00
1996 1 1T007 47.60
1997 1 1T007  0.00
1998 1 1T007  0.00
1999 1 1T007 21.20
2000 1 1T007  0.00
2001 1 1T007  0.00
2002 1 1T007  0.00
2003 1 1T007  0.00
2004 1 1T007  0.00
2005 1 1T007  0.00
2006 1 1T007  0.00
